Porter,Original,Lancaster,Snowball
travelogu,['travelogues'],['travelog'],['travelogu']
trawler,['trawler'],['trawl'],['trawler']
tray,['trays'],['tray'],['tray']
treadwel,['treadwell'],['treadwel'],['treadwel']
treason,['treasonable'],['treason'],['treason']
trek,['trekked'],['trekk'],['trekk']
trembl,"['tremble', 'trembling']","['trembl', 'trembl']","['trembl', 'trembl']"
trenchant,['trenchant'],['trench'],['trenchant']
trial,['trial'],['tri'],['trial']
triangl,"['triangle', 'triangles']","['triangl', 'triangl']","['triangl', 'triangl']"
tribal,['tribal'],['trib'],['tribal']
tribun,['tribunals'],['tribun'],['tribun']
trichieri,['trichieri'],['trichier'],['trichieri']
trick,['trick'],['trick'],['trick']
trilog,['trilogy'],['trilog'],['trilog']
trim,['trimmings'],['trim'],['trim']
tromp,['trompe'],['tromp'],['tromp']
trooper,['trooper'],['troop'],['trooper']
trophi,['trophy'],['troph'],['trophi']
troubl,['troubles'],['troubl'],['troubl']
truant,['truant'],['tru'],['truant']
truckdriv,['truckdriver'],['truckdr'],['truckdriv']
trucul,['truculence'],['truc'],['trucul']
trujillo,['trujillo'],['trujillo'],['trujillo']
trump,['trumped'],['trump'],['trump']
trust,['trusting'],['trust'],['trust']
trustingli,['trustingly'],['trust'],['trust']
trustworthi,['trustworthy'],['trustworthy'],['trustworthi']
tse,['tse'],['tse'],['tse']
tub,['tubs'],['tub'],['tub']
tuba,['tuba'],['tub'],['tuba']
tuber,['tubers'],['tub'],['tuber']
tuborg,['tuborg'],['tuborg'],['tuborg']
tuition,['tuition'],['tuit'],['tuition']
turbul,['turbulent'],['turb'],['turbul']
turn,['turns'],['turn'],['turn']
turner,['turner'],['turn'],['turner']
turntabl,['turntable'],['turnt'],['turntabl']
tusk,['tusks'],['tusk'],['tusk']
tuttl,['tuttles'],['tuttl'],['tuttl']
twain,['twain'],['twain'],['twain']
twice,['twice'],['twic'],['twice']
twist,['twisted'],['twist'],['twist']
twitch,['twitch'],['twitch'],['twitch']
typifi,"['typified', 'typify']","['typ', 'typ']","['typifi', 'typifi']"
ukrainian,['ukrainians'],['ukrain'],['ukrainian']
ultim,['ultimate'],['ultim'],['ultim']
ultracentrifug,"['ultracentrifugation', 'ultracentrifugally']","['ultracentrifug', 'ultracentrifug']","['ultracentrifug', 'ultracentrifug']"
ulyat,['ulyate'],['uly'],['ulyat']
umm,['umm'],['um'],['umm']
unaggress,['unaggressive'],['unaggress'],['unaggress']
unalloy,['unalloyed'],['unalloy'],['unalloy']
unambigu,['unambiguity'],['unambigu'],['unambigu']
unappreci,['unappreciated'],['unapprecy'],['unappreci']
unask,['unasked'],['unask'],['unask']
unavail,['unavailing'],['unavail'],['unavail']
unbal,['unbalance'],['unb'],['unbal']
unbear,['unbearable'],['unbear'],['unbear']
unblemish,['unblemished'],['unblem'],['unblemish']
unblinkingli,['unblinkingly'],['unblink'],['unblink']
uncl,['uncle'],['unc'],['uncl']
uncomfort,['uncomfortable'],['uncomfort'],['uncomfort']
uncommun,['uncommunicative'],['uncommun'],['uncommun']
uncondit,['unconditional'],['uncondit'],['uncondit']
unconstitut,['unconstitutional'],['unconstitut'],['unconstitut']
uncurl,['uncurled'],['uncurl'],['uncurl']
und,['und'],['und'],['und']
undamag,['undamaged'],['undam'],['undamag']
underdevelop,['underdeveloped'],['underdevelop'],['underdevelop']
undergird,['undergirding'],['undergird'],['undergird']
undergo,['undergoing'],['undergo'],['undergo']
undermin,['undermined'],['undermin'],['undermin']
underscor,['underscored'],['undersc'],['underscor']
undersecretari,['undersecretary'],['undersecret'],['undersecretari']
understandingli,['understandingly'],['understand'],['understand']
understat,['understatement'],['underst'],['understat']
underw,['underwent'],['underw'],['underw']
underwear,['underwear'],['underwear'],['underwear']
undesir,['undesirable'],['undesir'],['undesir']
undilut,['undiluted'],['undilut'],['undilut']
undismay,['undismayed'],['undismay'],['undismay']
undisrupt,['undisrupted'],['undisrupt'],['undisrupt']
undreamt,['undreamt'],['undreamt'],['undreamt']
undrink,['undrinkable'],['undrink'],['undrink']
une,['une'],['un'],['une']
uneas,['unease'],['uneas'],['uneas']
unequ,['unequal'],['uneq'],['unequ']
unfail,['unfailing'],['unfail'],['unfail']
unforgett,['unforgettable'],['unforget'],['unforgett']
unforseen,['unforseen'],['unforseen'],['unforseen']
unfortun,['unfortunately'],['unfortun'],['unfortun']
unfound,['unfounded'],['unfound'],['unfound']
unfp,['unfp'],['unfp'],['unfp']
unfulfil,['unfulfilled'],['unfulfil'],['unfulfil']
ungainli,['ungainly'],['ungain'],['ungain']
ungava,['ungava'],['ungav'],['ungava']
unhappi,['unhappiness'],['unhappy'],['unhappi']
unhurt,['unhurt'],['unhurt'],['unhurt']
unidentifi,['unidentified'],['unident'],['unidentifi']
unif,['unifications'],['un'],['unif']
unimport,['unimportant'],['unimport'],['unimport']
univers,"['universal', 'university']","['univers', 'univers']","['univers', 'univers']"
unjacket,['unjacketed'],['unjacket'],['unjacket']
unknowingli,['unknowingly'],['unknow'],['unknow']
unlash,['unlashed'],['unlash'],['unlash']
unlink,['unlinked'],['unlink'],['unlink']
unlock,"['unlocking', 'unlock']","['unlock', 'unlock']","['unlock', 'unlock']"
unmalici,['unmalicious'],['unmalicy'],['unmalici']
unmat,['unmated'],['unm'],['unmat']
unmotiv,['unmotivated'],['unmot'],['unmotiv']
unnot,['unnoticed'],['unnot'],['unnot']
unperceiv,['unperceived'],['unperceiv'],['unperceiv']
unpleas,['unpleased'],['unpleas'],['unpleas']
unplow,['unplowed'],['unplow'],['unplow']
unpredict,['unpredictability'],['unpredict'],['unpredict']
unprofession,['unprofessional'],['unprofess'],['unprofession']
unquestioningli,['unquestioningly'],['unquest'],['unquest']
unrealist,['unrealistically'],['unr'],['unrealist']
unreliev,['unrelieved'],['unreliev'],['unreliev']
unsaf,['unsafe'],['unsaf'],['unsaf']
unscrew,['unscrew'],['unscrew'],['unscrew']
unselfishli,['unselfishly'],['unself'],['unselfish']
unservil,['unservile'],['unservil'],['unservil']
unshak,['unshakeable'],['unshak'],['unshak']
unshield,['unshielded'],['unshield'],['unshield']
unsold,['unsolder'],['unsold'],['unsold']
unsur,['unsure'],['uns'],['unsur']
untoward,['untoward'],['untoward'],['untoward']
untruth,['untruth'],['untru'],['untruth']
unwit,['unwitting'],['unwit'],['unwit']
up,['ups'],['up'],['up']
upperclassmen,['upperclassmen'],['upperclassm'],['upperclassmen']
uproar,['uproar'],['upro'],['uproar']
uproari,['uproariously'],['upro'],['uproari']
urethra,['urethra'],['urethr'],['urethra']
urgenc,['urgency'],['urg'],['urgenc']
use,['usefully'],['us'],['use']
utter,['uttered'],['ut'],['utter']
v,['v'],['v'],['v']
vachel,['vachell'],['vachel'],['vachel']
vadim,['vadim'],['vadim'],['vadim']
valeri,['valerie'],['valery'],['valeri']
valiant,['valiant'],['valy'],['valiant']
valid,['validated'],['valid'],['valid']
vallfart,['vallfart'],['vallfart'],['vallfart']
valu,['value'],['valu'],['valu']
varian,['varian'],['var'],['varian']
vase,['vase'],['vas'],['vase']
vastli,['vastly'],['vast'],['vast']
vault,['vault'],['vault'],['vault']
vector,['vector'],['vect'],['vector']
veeck,['veecks'],['veeck'],['veeck']
veer,['veer'],['veer'],['veer']
vehicl,['vehicles'],['vehic'],['vehicl']
veil,['veiled'],['veil'],['veil']
vein,['veining'],['vein'],['vein']
veldt,['veldt'],['veldt'],['veldt']
vellum,['vellum'],['vell'],['vellum']
venetian,['venetian'],['venet'],['venetian']
venn,['venn'],['ven'],['venn']
venom,['venomous'],['venom'],['venom']
ventur,['ventured'],['vent'],['ventur']
veraci,['veracious'],['ver'],['veraci']
veranda,['veranda'],['verand'],['veranda']
verb,['verb'],['verb'],['verb']
vergessen,['vergessen'],['vergess'],['vergessen']
verloop,"['verloop', 'verloops']","['verloop', 'verloop']","['verloop', 'verloop']"
vermont,"['vermonts', 'vermont']","['vermont', 'vermont']","['vermont', 'vermont']"
vermouth,['vermouth'],['vermou'],['vermouth']
veronica,['veronica'],['veronic'],['veronica']
vers,['verses'],['vers'],['vers']
versail,['versailles'],['versail'],['versaill']
vest,['vest'],['vest'],['vest']
vestibul,['vestibule'],['vestib'],['vestibul']
vevay,['vevay'],['vevay'],['vevay']
vibrat,['vibration'],['vibr'],['vibrat']
victori,['victorious'],['vict'],['victori']
viennes,['viennese'],['viennes'],['viennes']
vieux,['vieux'],['vieux'],['vieux']
vineyard,['vineyards'],['vineyard'],['vineyard']
vinnicum,['vinnicum'],['vinnic'],['vinnicum']
violinist,['violinist'],['violin'],['violinist']
viril,['virility'],['viril'],['viril']
visit,['visitation'],['visit'],['visit']
vista,['vista'],['vist'],['vista']
vittorio,['vittorio'],['vittorio'],['vittorio']
vladilen,['vladilen'],['vladil'],['vladilen']
vocal,['vocalization'],['voc'],['vocal']
vocat,['vocation'],['voc'],['vocat']
voic,['voices'],['voic'],['voic']
volley,['volley'],['volley'],['volley']
volstead,['volstead'],['volstead'],['volstead']
volumetr,['volumetric'],['volumet'],['volumetr']
vom,['vom'],['vom'],['vom']
voodoo,['voodoo'],['voodoo'],['voodoo']
vow,['vow'],['vow'],['vow']
vowel,['vowels'],['vowel'],['vowel']
vuhranduh,['vuhranduh'],['vuhranduh'],['vuhranduh']
wacki,['wacky'],['wacky'],['wacki']
wage,['wages'],['wag'],['wage']
waggl,['waggled'],['waggl'],['waggl']
wake,"['wake', 'waking']","['wak', 'wak']","['wake', 'wake']"
wale,['wales'],['wal'],['wale']
walk,['walking'],['walk'],['walk']
walkout,['walkout'],['walkout'],['walkout']
wallpap,['wallpaper'],['wallpap'],['wallpap']
walnut,['walnut'],['walnut'],['walnut']
waltham,['waltham'],['waltham'],['waltham']
wander,['wanders'],['wand'],['wander']
want,['want'],['want'],['want']
ward,['ward'],['ward'],['ward']
warehous,['warehouses'],['wareh'],['warehous']
warsaw,['warsaw'],['warsaw'],['warsaw']
wash,['washed'],['wash'],['wash']
wasteland,['wasteland'],['wasteland'],['wasteland']
watch,"['watched', 'watchings']","['watch', 'watch']","['watch', 'watch']"
water,['waters'],['wat'],['water']
waterproof,['waterproof'],['waterproof'],['waterproof']
waterski,['waterskiing'],['watersky'],['waterski']
waterway,['waterways'],['waterway'],['waterway']
watson,['watsons'],['watson'],['watson']
wave,['waves'],['wav'],['wave']
wavelength,['wavelength'],['waveleng'],['wavelength']
wayward,['wayward'],['wayward'],['wayward']
weakest,['weakest'],['weakest'],['weakest']
weatherbeaten,['weatherbeaten'],['weatherb'],['weatherbeaten']
weav,['weaves'],['weav'],['weav']
webb,['webb'],['web'],['webb']
weed,['weeds'],['wee'],['weed']
weekend,['weekend'],['weekend'],['weekend']
weider,['weider'],['weid'],['weider']
weigand,['weigand'],['weigand'],['weigand']
weigh,['weighed'],['weigh'],['weigh']
weir,['weirs'],['weir'],['weir']
weirdli,['weirdly'],['weird'],['weird']
welch,['welchs'],['welch'],['welch']
wellington,['wellington'],['wellington'],['wellington']
wellsvil,['wellsville'],['wellsvil'],['wellsvill']
welmer,['welmers'],['welm'],['welmer']
welton,['welton'],['welton'],['welton']
wemmick,['wemmick'],['wemmick'],['wemmick']
westchest,['westchester'],['westchest'],['westchest']
western,['western'],['western'],['western']
westfield,['westfield'],['westfield'],['westfield']
westhampton,['westhampton'],['westhampton'],['westhampton']
wet,['wetting'],['wet'],['wet']
whack,['whack'],['whack'],['whack']
whah,['whah'],['whah'],['whah']
wharf,['wharf'],['wharf'],['wharf']
whear,['wheare'],['whear'],['whear']
wheel,['wheeled'],['wheel'],['wheel']
whenc,['whence'],['whent'],['whenc']
wherev,['wherever'],['wherev'],['wherev']
whichev,['whichever'],['whichev'],['whichev']
whippet,['whippet'],['whippet'],['whippet']
whippl,"['whipple', 'whipples']","['whippl', 'whippl']","['whippl', 'whippl']"
whiskey,['whiskey'],['whiskey'],['whiskey']
whisper,['whisper'],['whisp'],['whisper']
whitehal,['whitehall'],['whitehal'],['whitehal']
wholli,['wholly'],['whol'],['wholli']
whup,['whup'],['whup'],['whup']
whyfor,['whyfores'],['whyf'],['whyfor']
wicket,['wicket'],['wicket'],['wicket']
widegrip,['widegrip'],['widegrip'],['widegrip']
widen,"['widened', 'widens']","['wid', 'wid']","['widen', 'widen']"
widow,['widower'],['widow'],['widow']
wiederum,['wiederum'],['wieder'],['wiederum']
wield,['wielding'],['wield'],['wield']
wildenstein,['wildenstein'],['wildenstein'],['wildenstein']
wilfr,['wilfred'],['wilfr'],['wilfr']
wilfrid,['wilfrid'],['wilfrid'],['wilfrid']
willing,['willinge'],['wil'],['willing']
wilshir,['wilshire'],['wilshir'],['wilshir']
winehead,['winehead'],['winehead'],['winehead']
wingman,['wingman'],['wingm'],['wingman']
winslow,"['winslows', 'winslow']","['winslow', 'winslow']","['winslow', 'winslow']"
winston,['winston'],['winston'],['winston']
winter,['winters'],['wint'],['winter']
wintertim,['wintertime'],['wintertim'],['wintertim']
wise,['wise'],['wis'],['wise']
withstand,['withstand'],['withstand'],['withstand']
witti,['witty'],['witty'],['witti']
wolf,['wolf'],['wolf'],['wolf']
wonder,['wonderful'],['wond'],['wonder']
woo,['woo'],['woo'],['woo']
wood,['wood'],['wood'],['wood']
woodcutt,['woodcutters'],['woodcut'],['woodcutt']
wool,['wool'],['wool'],['wool']
workin,['workin'],['workin'],['workin']
workout,['workouts'],['workout'],['workout']
workshop,['workshops'],['workshop'],['workshop']
worship,['worship'],['wor'],['worship']
worst,['worsted'],['worst'],['worst']
worthless,['worthless'],['worthless'],['worthless']
wouldnt,['wouldnt'],['wouldnt'],['wouldnt']
wound,"['wounded', 'wounding']","['wound', 'wound']","['wound', 'wound']"
wr,['wr'],['wr'],['wr']
wragg,['wragge'],['wrag'],['wragg']
wreath,['wreath'],['wrea'],['wreath']
wrest,['wrest'],['wrest'],['wrest']
wrestl,['wrestles'],['wrestl'],['wrestl']
wretch,['wretch'],['wretch'],['wretch']
wright,['wrights'],['wright'],['wright']
wrong,['wrongful'],['wrong'],['wrong']
wrongdoer,['wrongdoer'],['wrongdo'],['wrongdoer']
ws,['ws'],['ws'],['ws']
wynn,['wynn'],['wyn'],['wynn']
xs,['xs'],['xs'],['xs']
yakov,['yakov'],['yakov'],['yakov']
yali,['yalies'],['ya'],['yali']
yankeef,['yankeefication'],['yankeef'],['yankeef']
yap,['yapping'],['yap'],['yap']
yardstick,['yardstick'],['yardstick'],['yardstick']
yassuh,['yassuhs'],['yassuh'],['yassuh']
yip,['yip'],['yip'],['yip']
ym,['ym'],['ym'],['ym']
ymg,['ymg'],['ymg'],['ymg']
yogi,['yogi'],['yog'],['yogi']
yori,['yori'],['yor'],['yori']
yorker,['yorker'],['york'],['yorker']
youngster,['youngster'],['youngst'],['youngster']
youv,['youve'],['youv'],['youv']
yujobo,['yujobo'],['yujobo'],['yujobo']
yvett,['yvette'],['yvet'],['yvett']
ywca,['ywca'],['ywc'],['ywca']
z,['z'],['z'],['z']
ziminska,['ziminska'],['ziminsk'],['ziminska']
zionist,['zionists'],['zion'],['zionist']
zorrilla,['zorrillas'],['zorrilla'],['zorrilla']
