Lancaster,Original,Porter,Snowball
hop,"['hoped', 'hopped', 'hopedale', 'hope', 'hoping', 'hopping', 'hopeful', 'hop', 'hopper', 'hopes', 'hopefuls', 'hops', 'hopefully']","['hope', 'hop', 'hopedal', 'hope', 'hope', 'hop', 'hope', 'hop', 'hopper', 'hope', 'hope', 'hop', 'hope']","['hope', 'hop', 'hopedal', 'hope', 'hope', 'hop', 'hope', 'hop', 'hopper', 'hope', 'hope', 'hop', 'hope']"
hope,['hopei'],['hopei'],['hopei']
hopeless,"['hopeless', 'hopelessness', 'hopelessly']","['hopeless', 'hopeless', 'hopelessli']","['hopeless', 'hopeless', 'hopeless']"
hopkin,['hopkins'],['hopkin'],['hopkin']
hopkins,['hopkinsian'],['hopkinsian'],['hopkinsian']
hoppl,"['hoppled', 'hopples']","['hoppl', 'hoppl']","['hoppl', 'hoppl']"
hopscotch,['hopscotch'],['hopscotch'],['hopscotch']
hor,"['horror', 'hors', 'horrors']","['horror', 'hor', 'horror']","['horror', 'hor', 'horror']"
horac,"['horace', 'horaces']","['horac', 'horac']","['horac', 'horac']"
horatio,['horatios'],['horatio'],['horatio']
hord,"['hord', 'horde', 'hordes']","['hord', 'hord', 'hord']","['hord', 'hord', 'hord']"
horizon,"['horizon', 'horizons']","['horizon', 'horizon']","['horizon', 'horizon']"
horizont,"['horizontal', 'horizontally']","['horizont', 'horizont']","['horizont', 'horizont']"
hormon,"['hormone', 'hormones']","['hormon', 'hormon']","['hormon', 'hormon']"
horn,"['horned', 'horne', 'horn', 'hornes', 'horns']","['horn', 'horn', 'horn', 'horn', 'horn']","['horn', 'horn', 'horn', 'horn', 'horn']"
horoscop,['horoscope'],['horoscop'],['horoscop']
horowitz,['horowitz'],['horowitz'],['horowitz']
horr,"['horrified', 'horrible', 'horrifying', 'horribly', 'horrifyingly']","['horrifi', 'horribl', 'horrifi', 'horribl', 'horrifyingli']","['horrifi', 'horribl', 'horrifi', 'horribl', 'horrifi']"
horrid,['horrid'],['horrid'],['horrid']
hors,"['horse', 'horses', 'horsely']","['hors', 'hors', 'hors']","['hors', 'hors', 'hors']"
horseback,['horseback'],['horseback'],['horseback']
horsedom,['horsedom'],['horsedom'],['horsedom']
horseflesh,['horseflesh'],['horseflesh'],['horseflesh']
horsehair,['horsehair'],['horsehair'],['horsehair']
horselik,['horselike'],['horselik'],['horselik']
horsem,"['horseman', 'horsemen', 'horsemanship']","['horseman', 'horsemen', 'horsemanship']","['horseman', 'horsemen', 'horsemanship']"
horseplay,['horseplay'],['horseplay'],['horseplay']
horsepow,['horsepower'],['horsepow'],['horsepow']
horsewom,['horsewoman'],['horsewoman'],['horsewoman']
horstm,['horstman'],['horstman'],['horstman']
horton,['horton'],['horton'],['horton']
hos,"['hose', 'hoses']","['hose', 'hose']","['hose', 'hose']"
hosak,['hosaka'],['hosaka'],['hosaka']
hosp,['hospice'],['hospic'],['hospic']
hospit,"['hospitalized', 'hospitable', 'hospital', 'hospitalization', 'hospitals', 'hospitality']","['hospit', 'hospit', 'hospit', 'hospit', 'hospit', 'hospit']","['hospit', 'hospit', 'hospit', 'hospit', 'hospit', 'hospit']"
hoss,"['hosses', 'hoss']","['hoss', 'hoss']","['hoss', 'hoss']"
host,"['hostage', 'hoste', 'hostages', 'hosts', 'host']","['hostag', 'host', 'hostag', 'host', 'host']","['hostag', 'host', 'hostag', 'host', 'host']"
hostar,['hostaria'],['hostaria'],['hostaria']
hostelry,['hostelries'],['hostelri'],['hostelri']
hostess,"['hostesses', 'hostess']","['hostess', 'hostess']","['hostess', 'hostess']"
hostil,"['hostile', 'hostilities', 'hostility']","['hostil', 'hostil', 'hostil']","['hostil', 'hostil', 'hostil']"
hostl,['hostler'],['hostler'],['hostler']
hot,"['hotter', 'hot', 'hotly']","['hotter', 'hot', 'hotli']","['hotter', 'hot', 'hot']"
hotb,['hotbed'],['hotb'],['hotb']
hotdog,['hotdogs'],['hotdog'],['hotdog']
hote,['hotei'],['hotei'],['hotei']
hotel,"['hotel', 'hotels']","['hotel', 'hotel']","['hotel', 'hotel']"
hotelm,['hotelmans'],['hotelman'],['hotelman']
hoth,['hothouse'],['hothous'],['hothous']
hotham,['hotham'],['hotham'],['hotham']
hotrod,['hotrod'],['hotrod'],['hotrod']
hottest,['hottest'],['hottest'],['hottest']
houdin,['houdini'],['houdini'],['houdini']
hough,"['hough', 'houghs']","['hough', 'hough']","['hough', 'hough']"
houghton,"['houghton', 'houghtons']","['houghton', 'houghton']","['houghton', 'houghton']"
houk,['houk'],['houk'],['houk']
hound,"['hound', 'hounds']","['hound', 'hound']","['hound', 'hound']"
hour,"['hour', 'hours', 'hourly']","['hour', 'hour', 'hourli']","['hour', 'hour', 'hour']"
hous,"['housed', 'house', 'housing', 'houses']","['hous', 'hous', 'hous', 'hous']","['hous', 'hous', 'hous', 'hous']"
housebo,['houseboats'],['houseboat'],['houseboat']
housebreak,"['housebreaking', 'housebreakers']","['housebreak', 'housebreak']","['housebreak', 'housebreak']"
housebrok,['housebroken'],['housebroken'],['housebroken']
household,"['household', 'householder', 'households', 'householders']","['household', 'household', 'household', 'household']","['household', 'household', 'household', 'household']"
housekeep,"['housekeeping', 'housekeeper']","['housekeep', 'housekeep']","['housekeep', 'housekeep']"
housepaint,['housepaint'],['housepaint'],['housepaint']
housew,"['housewife', 'housewives']","['housewif', 'housew']","['housewif', 'housew']"
housework,['housework'],['housework'],['housework']
housm,"['housman', 'housmans']","['housman', 'housman']","['housman', 'housman']"
houston,['houston'],['houston'],['houston']
houtz,['houtz'],['houtz'],['houtz']
hov,"['hovered', 'hove', 'hovering', 'hover', 'hovers']","['hover', 'hove', 'hover', 'hover', 'hover']","['hover', 'hove', 'hover', 'hover', 'hover']"
hovart,['hovarter'],['hovart'],['hovart']
hovding,['hovdingar'],['hovdingar'],['hovdingar']
hovel,['hovel'],['hovel'],['hovel']
how,"['howe', 'howes', 'hows', 'how']","['howe', 'how', 'how', 'how']","['howe', 'how', 'how', 'how']"
howard,"['howard', 'howards']","['howard', 'howard']","['howard', 'howard']"
howd,"['howda', 'howd']","['howda', 'howd']","['howda', 'howd']"
howdy,['howdy'],['howdi'],['howdi']
howel,['howell'],['howel'],['howel']
howev,['however'],['howev'],['howev']
howl,"['howled', 'howling', 'howl', 'howls']","['howl', 'howl', 'howl', 'howl']","['howl', 'howl', 'howl', 'howl']"
howor,['howorth'],['howorth'],['howorth']
howry,['howry'],['howri'],['howri']
hows,"['howse', 'howser']","['hows', 'howser']","['hows', 'howser']"
howsabout,['howsabout'],['howsabout'],['howsabout']
howsam,"['howsam', 'howsams']","['howsam', 'howsam']","['howsam', 'howsam']"
howsomev,['howsomever'],['howsomev'],['howsomev']
hox,['hoxa'],['hoxa'],['hoxa']
hoy,['hoy'],['hoy'],['hoy']
hoyd,['hoydenish'],['hoydenish'],['hoydenish']
hoyl,['hoyles'],['hoyl'],['hoyl']
hoyt,['hoyt'],['hoyt'],['hoyt']
hp,['hp'],['hp'],['hp']
hpr,['hpr'],['hpr'],['hpr']
hr,['hr'],['hr'],['hr']
hrothg,"['hrothgar', 'hrothgars']","['hrothgar', 'hrothgar']","['hrothgar', 'hrothgar']"
hua,['huai'],['huai'],['huai']
huang,['huang'],['huang'],['huang']
hub,"['hub', 'hubs']","['hub', 'hub']","['hub', 'hub']"
hubay,['hubay'],['hubay'],['hubay']
hubb,['hubba'],['hubba'],['hubba']
hubbel,['hubbell'],['hubbel'],['hubbel']
hubbub,['hubbub'],['hubbub'],['hubbub']
hubby,['hubby'],['hubbi'],['hubbi']
huberman,['hubermann'],['hubermann'],['hubermann']
hubert,['hubert'],['hubert'],['hubert']
hubr,['hubris'],['hubri'],['hubri']
huby,['hubies'],['hubi'],['hubi']
huck,['huck'],['huck'],['huck']
huckst,"['huckster', 'hucksters']","['huckster', 'huckster']","['huckster', 'huckster']"
huddl,"['huddled', 'huddle', 'huddling']","['huddl', 'huddl', 'huddl']","['huddl', 'huddl', 'huddl']"
hudson,"['hudson', 'hudsons']","['hudson', 'hudson']","['hudson', 'hudson']"
hue,"['hue', 'hues']","['hue', 'hue']","['hue', 'hue']"
hued,['hued'],['hu'],['hu']
huey,['huey'],['huey'],['huey']
huff,"['huff', 'huffs']","['huff', 'huff']","['huff', 'huff']"
huffm,['huffman'],['huffman'],['huffman']
hug,"['hugged', 'huge', 'hugging', 'hug', 'huggings']","['hug', 'huge', 'hug', 'hug', 'hug']","['hug', 'huge', 'hug', 'hug', 'hug']"
huggin,['huggins'],['huggin'],['huggin']
hugh,"['hugh', 'hughes']","['hugh', 'hugh']","['hugh', 'hugh']"
hugo,"['hugo', 'hugos']","['hugo', 'hugo']","['hugo', 'hugo']"
huh,['huh'],['huh'],['huh']
huhmun,['huhmun'],['huhmun'],['huhmun']
huitoto,['huitotoes'],['huitoto'],['huitoto']
hul,['hull'],['hull'],['hull']
hulk,"['hulking', 'hulk', 'hulks']","['hulk', 'hulk', 'hulk']","['hulk', 'hulk', 'hulk']"
hultberg,['hultberg'],['hultberg'],['hultberg']
hum,"['humanistic', 'hummed', 'hume', 'humane', 'humanize', 'humming', 'humanism', 'hum', 'human', 'humor', 'humanities', 'humes', 'humans', 'humanness', 'humanists', 'humorists', 'humorous', 'humanist', 'humoredly', 'humanely', 'humly', 'humanly', 'humanity']","['humanist', 'hum', 'hume', 'human', 'human', 'hum', 'human', 'hum', 'human', 'humor', 'human', 'hume', 'human', 'human', 'humanist', 'humorist', 'humor', 'humanist', 'humoredli', 'human', 'humli', 'humanli', 'human']","['humanist', 'hum', 'hume', 'human', 'human', 'hum', 'human', 'hum', 'human', 'humor', 'human', 'hume', 'human', 'human', 'humanist', 'humorist', 'humor', 'humanist', 'humor', 'human', 'hum', 'human', 'human']"
humain,['humaine'],['humain'],['humain']
humanit,['humanitarian'],['humanitarian'],['humanitarian']
humbl,"['humbled', 'humble', 'humbly']","['humbl', 'humbl', 'humbl']","['humbl', 'humbl', 'humbl']"
humid,"['humid', 'humidity']","['humid', 'humid']","['humid', 'humid']"
humil,"['humilation', 'humility']","['humil', 'humil']","['humil', 'humil']"
hummock,['hummocks'],['hummock'],['hummock']
humo,['humour'],['humour'],['humour']
hump,"['humped', 'hump']","['hump', 'hump']","['hump', 'hump']"
humphrey,['humphrey'],['humphrey'],['humphrey']
humpty,['humpty'],['humpti'],['humpti']
humy,"['humiliated', 'humiliating', 'humiliation', 'humiliatingly']","['humili', 'humili', 'humili', 'humiliatingli']","['humili', 'humili', 'humili', 'humili']"
hun,['hun'],['hun'],['hun']
hunch,"['hunched', 'hunch', 'hunches']","['hunch', 'hunch', 'hunch']","['hunch', 'hunch', 'hunch']"
hundr,"['hundred', 'hundreds']","['hundr', 'hundr']","['hundr', 'hundr']"
hundred,['hundredth'],['hundredth'],['hundredth']
hung,"['hung', 'hungarian', 'hunger', 'hungary']","['hung', 'hungarian', 'hunger', 'hungari']","['hung', 'hungarian', 'hunger', 'hungari']"
hungry,"['hungrier', 'hungry']","['hungrier', 'hungri']","['hungrier', 'hungri']"
hunk,"['hunkered', 'hunkerish', 'hunk']","['hunker', 'hunkerish', 'hunk']","['hunker', 'hunkerish', 'hunk']"
hunt,"['hunted', 'hunting', 'hunter', 'hunters', 'hunts', 'hunt']","['hunt', 'hunt', 'hunter', 'hunter', 'hunt', 'hunt']","['hunt', 'hunt', 'hunter', 'hunter', 'hunt', 'hunt']"
huntington,"['huntington', 'huntingtons']","['huntington', 'huntington']","['huntington', 'huntington']"
huntley,['huntley'],['huntley'],['huntley']
huo,['huo'],['huo'],['huo']
hur,['hurricane'],['hurrican'],['hurrican']
hurdl,"['hurdled', 'hurdle', 'hurdles']","['hurdl', 'hurdl', 'hurdl']","['hurdl', 'hurdl', 'hurdl']"
hurl,"['hurled', 'hurling', 'hurl', 'hurler', 'hurlers']","['hurl', 'hurl', 'hurl', 'hurler', 'hurler']","['hurl', 'hurl', 'hurl', 'hurler', 'hurler']"
hurley,['hurley'],['hurley'],['hurley']
hurok,['hurok'],['hurok'],['hurok']
hurrah,['hurrah'],['hurrah'],['hurrah']
hurray,"['hurrays', 'hurray']","['hurray', 'hurray']","['hurray', 'hurray']"
hurry,"['hurried', 'hurrying', 'hurriedly', 'hurry']","['hurri', 'hurri', 'hurriedli', 'hurri']","['hurri', 'hurri', 'hurri', 'hurri']"
hurt,"['hurting', 'hurts', 'hurt']","['hurt', 'hurt', 'hurt']","['hurt', 'hurt', 'hurt']"
hurtl,"['hurtled', 'hurtling']","['hurtl', 'hurtl']","['hurtl', 'hurtl']"
hurty,['hurty'],['hurti'],['hurti']
husband,"['husband', 'husbands']","['husband', 'husband']","['husband', 'husband']"
husbandry,['husbandry'],['husbandri'],['husbandri']
husbun,['husbun'],['husbun'],['husbun']
hush,"['hushed', 'hush']","['hush', 'hush']","['hush', 'hush']"
husky,"['huskiness', 'husky', 'huskily']","['huski', 'huski', 'huskili']","['huski', 'huski', 'huskili']"
hustl,"['hustled', 'hustle', 'hustling', 'hustler']","['hustl', 'hustl', 'hustl', 'hustler']","['hustl', 'hustl', 'hustl', 'hustler']"
huston,['huston'],['huston'],['huston']
hut,"['hutments', 'huts', 'hutment', 'hut']","['hutment', 'hut', 'hutment', 'hut']","['hutment', 'hut', 'hutment', 'hut']"
hutchin,['hutchins'],['hutchin'],['hutchin']
hutchinson,['hutchinson'],['hutchinson'],['hutchinson']
hutton,['hutton'],['hutton'],['hutton']
huxley,"['huxleys', 'huxley']","['huxley', 'huxley']","['huxley', 'huxley']"
huzzah,['huzzahs'],['huzzah'],['huzzah']
hw,['hw'],['hw'],['hw']
hwa,['hwa'],['hwa'],['hwa']
hwang,['hwang'],['hwang'],['hwang']
hyacinth,['hyacinths'],['hyacinth'],['hyacinth']
hyalin,"['hyaline', 'hyalinization']","['hyalin', 'hyalin']","['hyalin', 'hyalin']"
hyan,['hyannis'],['hyanni'],['hyanni']
hybrid,['hybrid'],['hybrid'],['hybrid']
hyd,"['hyde', 'hydes']","['hyde', 'hyde']","['hyde', 'hyde']"
hydr,"['hydrated', 'hydrous']","['hydrat', 'hydrou']","['hydrat', 'hydrous']"
hydra,"['hydraulic', 'hydraulics', 'hydraulically']","['hydraul', 'hydraul', 'hydraul']","['hydraul', 'hydraul', 'hydraul']"
hydrid,"['hydride', 'hydrides']","['hydrid', 'hydrid']","['hydrid', 'hydrid']"
hydrido,['hydrido'],['hydrido'],['hydrido']
hydro,['hydro'],['hydro'],['hydro']
hydrocarbon,"['hydrocarbon', 'hydrocarbons']","['hydrocarbon', 'hydrocarbon']","['hydrocarbon', 'hydrocarbon']"
hydrochem,['hydrochemistry'],['hydrochemistri'],['hydrochemistri']
hydrochlorid,['hydrochloride'],['hydrochlorid'],['hydrochlorid']
hydrog,"['hydrogen', 'hydrogens']","['hydrogen', 'hydrogen']","['hydrogen', 'hydrogen']"
hydrolys,"['hydrolyzed', 'hydrolysis']","['hydrolyz', 'hydrolysi']","['hydrolyz', 'hydrolysi']"
hydrophil,['hydrophilic'],['hydrophil'],['hydrophil']
hydrophob,"['hydrophobia', 'hydrophobic']","['hydrophobia', 'hydrophob']","['hydrophobia', 'hydrophob']"
hydrost,['hydrostatic'],['hydrostat'],['hydrostat']
hydroxazin,['hydroxazine'],['hydroxazin'],['hydroxazin']
hydroxid,['hydroxides'],['hydroxid'],['hydroxid']
hydroxyl,"['hydroxyl', 'hydroxylation']","['hydroxyl', 'hydroxyl']","['hydroxyl', 'hydroxyl']"
hyen,['hyena'],['hyena'],['hyena']
hygy,['hygiene'],['hygien'],['hygien']
hym,"['hym', 'hymen', 'hymens']","['hym', 'hymen', 'hymen']","['hym', 'hymen', 'hymen']"
hymn,"['hymn', 'hymns']","['hymn', 'hymn']","['hymn', 'hymn']"
hymself,['hymselfe'],['hymself'],['hymself']
hyndm,['hyndman'],['hyndman'],['hyndman']
hyp,['hyped'],['hype'],['hype']
hyperbol,"['hyperbolic', 'hyperbole', 'hyperbolically']","['hyperbol', 'hyperbol', 'hyperbol']","['hyperbol', 'hyperbol', 'hyperbol']"
hypercellul,['hypercellularity'],['hypercellular'],['hypercellular']
hyperem,"['hyperemia', 'hyperemic']","['hyperemia', 'hyperem']","['hyperemia', 'hyperem']"
hyperfin,['hyperfine'],['hyperfin'],['hyperfin']
hyperplas,['hyperplasia'],['hyperplasia'],['hyperplasia']
hypertroph,"['hypertrophied', 'hypertrophy']","['hypertrophi', 'hypertrophi']","['hypertrophi', 'hypertrophi']"
hyperveloc,['hypervelocity'],['hyperveloc'],['hyperveloc']
hyph,['hyphenated'],['hyphen'],['hyphen']
hypnos,['hypnosis'],['hypnosi'],['hypnosi']
hypnot,"['hypnotic', 'hypnotized', 'hypnotically']","['hypnot', 'hypnot', 'hypnot']","['hypnot', 'hypnot', 'hypnot']"
hypo,['hypo'],['hypo'],['hypo']
hypoact,['hypoactive'],['hypoact'],['hypoact']
hypoadrenocort,['hypoadrenocorticism'],['hypoadrenocortic'],['hypoadrenocortic']
hypocellul,['hypocellularity'],['hypocellular'],['hypocellular']
hypocrisy,"['hypocrisies', 'hypocrisy']","['hypocrisi', 'hypocrisi']","['hypocrisi', 'hypocrisi']"
hypocrit,"['hypocrite', 'hypocritical', 'hypocrites']","['hypocrit', 'hypocrit', 'hypocrit']","['hypocrit', 'hypocrit', 'hypocrit']"
hypoderm,['hypodermic'],['hypoderm'],['hypoderm']
hypophys,['hypophyseal'],['hypophys'],['hypophys']
hypophysectom,['hypophysectomised'],['hypophysectomis'],['hypophysectomis']
hypost,['hypostatization'],['hypostat'],['hypostat']
hypothalam,"['hypothalamic', 'hypothalamus', 'hypothalamically']","['hypothalam', 'hypothalamu', 'hypothalam']","['hypothalam', 'hypothalamus', 'hypothalam']"
hypothes,"['hypothesized', 'hypothesize', 'hypothesizing', 'hypotheses', 'hypothesis']","['hypothes', 'hypothes', 'hypothes', 'hypothes', 'hypothesi']","['hypothes', 'hypothes', 'hypothes', 'hypothes', 'hypothesi']"
hypothet,['hypothetical'],['hypothet'],['hypothet']
hypothyroid,['hypothyroidism'],['hypothyroid'],['hypothyroid']
hys,['hys'],['hy'],['hys']
hyst,['hysterical'],['hyster'],['hyster']
hyster,['hysteria'],['hysteria'],['hysteria']
hysterectom,['hysterectomy'],['hysterectomi'],['hysterectomi']
hysteron,['hysteron'],['hysteron'],['hysteron']
hyt,['hytt'],['hytt'],['hytt']
i,['i'],['i'],['i']
iber,['iberia'],['iberia'],['iberia']
ibm,['ibm'],['ibm'],['ibm']
ibn,['ibn'],['ibn'],['ibn']
ibrahim,['ibrahim'],['ibrahim'],['ibrahim']
ibs,['ibsen'],['ibsen'],['ibsen']
ic,"['ica', 'iced', 'ice', 'icing']","['ica', 'ice', 'ice', 'ice']","['ica', 'ice', 'ice', 'ice']"
ica,['icas'],['ica'],['ica']
icbm,"['icbm', 'icbms']","['icbm', 'icbm']","['icbm', 'icbm']"
icc,['icc'],['icc'],['icc']
icebox,['icebox'],['icebox'],['icebox']
iceland,"['icelandic', 'iceland']","['iceland', 'iceland']","['iceland', 'iceland']"
ich,['ich'],['ich'],['ich']
icic,['icicle'],['icicl'],['icicl']
iconoclasm,['iconoclasm'],['iconoclasm'],['iconoclasm']
icy,['icy'],['ici'],['ici']
id,"['ida', 'idealistic', 'idealized', 'id', 'identical', 'idal', 'ideal', 'ideational', 'idealism', 'identification', 'idealization', 'identities', 'ideals', 'identifications', 'idealist', 'idly', 'identically', 'ideally', 'identity']","['ida', 'idealist', 'ideal', 'id', 'ident', 'idal', 'ideal', 'ideat', 'ideal', 'identif', 'ideal', 'ident', 'ideal', 'identif', 'idealist', 'idli', 'ident', 'ideal', 'ident']","['ida', 'idealist', 'ideal', 'id', 'ident', 'idal', 'ideal', 'ideat', 'ideal', 'identif', 'ideal', 'ident', 'ideal', 'identif', 'idealist', 'idl', 'ident', 'ideal', 'ident']"
idaho,['idaho'],['idaho'],['idaho']
ide,['idea'],['idea'],['idea']
idea,['ideas'],['idea'],['idea']
ident,"['identified', 'identifiable', 'identifying', 'identifies', 'identify']","['identifi', 'identifi', 'identifi', 'identifi', 'identifi']","['identifi', 'identifi', 'identifi', 'identifi', 'identifi']"
ideolog,"['ideological', 'ideologies', 'ideologist', 'ideology']","['ideolog', 'ideolog', 'ideologist', 'ideolog']","['ideolog', 'ideolog', 'ideologist', 'ideolog']"
idiocy,['idiocies'],['idioci'],['idioci']
idiom,"['idiomatic', 'idiom', 'idioms']","['idiomat', 'idiom', 'idiom']","['idiomat', 'idiom', 'idiom']"
idiosyncr,['idiosyncratic'],['idiosyncrat'],['idiosyncrat']
idiosyncrasy,['idiosyncrasies'],['idiosyncrasi'],['idiosyncrasi']
idiot,"['idiotic', 'idiots', 'idiot', 'idiotically']","['idiot', 'idiot', 'idiot', 'idiot']","['idiot', 'idiot', 'idiot', 'idiot']"
idl,"['idled', 'idle', 'idling', 'idler', 'idlers', 'idleness']","['idl', 'idl', 'idl', 'idler', 'idler', 'idl']","['idl', 'idl', 'idl', 'idler', 'idler', 'idl']"
idol,"['idolized', 'idolize', 'idol', 'idols']","['idol', 'idol', 'idol', 'idol']","['idol', 'idol', 'idol', 'idol']"
idolatry,['idolatry'],['idolatri'],['idolatri']
ids,['idje'],['idj'],['idj']
idyl,"['idyllic', 'idyll']","['idyl', 'idyl']","['idyl', 'idyl']"
ie,['ie'],['ie'],['ie']
ierull,['ierulli'],['ierulli'],['ierulli']
ifn,['ifni'],['ifni'],['ifni']
ig,['igor'],['igor'],['igor']
igbo,['igbo'],['igbo'],['igbo']
iglehart,['iglehart'],['iglehart'],['iglehart']
ign,"['ignored', 'ignorance', 'ignore', 'ignoring', 'ignores', 'igneous', 'ignorant']","['ignor', 'ignor', 'ignor', 'ignor', 'ignor', 'igneou', 'ignor']","['ignor', 'ignor', 'ignor', 'ignor', 'ignor', 'igneous', 'ignor']"
ignazio,['ignazio'],['ignazio'],['ignazio']
ignit,"['ignited', 'ignite', 'ignition']","['ignit', 'ignit', 'ignit']","['ignit', 'ignit', 'ignit']"
