Snowball,Original,Porter,Lancaster
impuls,"['impulse', 'impulsive', 'impulses']","['impuls', 'impuls', 'impuls']","['impuls', 'impuls', 'impuls']"
impun,['impunity'],['impun'],['impun']
impur,"['impurities', 'impurity']","['impur', 'impur']","['imp', 'imp']"
imput,"['imputed', 'impute', 'imputation']","['imput', 'imput', 'imput']","['imput', 'imput', 'imput']"
in,['ins'],['in'],['in']
inabl,['inability'],['inabl'],['in']
inaccess,['inaccessible'],['inaccess'],['inaccess']
inaccur,['inaccurate'],['inaccur'],['inacc']
inaccuraci,"['inaccuracies', 'inaccuracy']","['inaccuraci', 'inaccuraci']","['inacc', 'inacc']"
inact,"['inactive', 'inaction', 'inactivity']","['inact', 'inact', 'inact']","['inact', 'inact', 'inact']"
inactiv,"['inactivate', 'inactivation']","['inactiv', 'inactiv']","['inact', 'inact']"
inadequ,"['inadequate', 'inadequately']","['inadequ', 'inadequ']","['inadequ', 'inadequ']"
inadequaci,"['inadequacies', 'inadequacy']","['inadequaci', 'inadequaci']","['inadequ', 'inadequ']"
inadvert,"['inadvertence', 'inadvertent', 'inadvertently']","['inadvert', 'inadvert', 'inadvert']","['inadvert', 'inadvert', 'inadvert']"
inadvis,['inadvisable'],['inadvis'],['inadv']
inalien,['inalienable'],['inalien'],['ina']
inan,['inane'],['inan'],['in']
inanim,['inanimate'],['inanim'],['inanim']
inapplic,['inapplicable'],['inapplic'],['inappl']
inappropri,"['inappropriate', 'inappropriateness']","['inappropri', 'inappropri']","['inappropry', 'inappropry']"
inapt,['inapt'],['inapt'],['inapt']
inarticul,['inarticulate'],['inarticul'],['inartic']
inasmuch,['inasmuch'],['inasmuch'],['inasmuch']
inattent,['inattentive'],['inattent'],['inat']
inaud,['inaudible'],['inaud'],['inaud']
inaugur,"['inaugurated', 'inaugurating', 'inaugural', 'inauguration']","['inaugur', 'inaugur', 'inaugur', 'inaugur']","['inaug', 'inaug', 'inaug', 'inaug']"
inboard,"['inboard', 'inboards']","['inboard', 'inboard']","['inboard', 'inboard']"
inborn,['inborn'],['inborn'],['inborn']
inbreed,['inbreeding'],['inbreed'],['inbree']
inc,['inc'],['inc'],['int']
inca,['inca'],['inca'],['inc']
incalcul,['incalculable'],['incalcul'],['incalc']
incandesc,['incandescent'],['incandesc'],['incandesc']
incant,"['incanted', 'incantation']","['incant', 'incant']","['int', 'int']"
incap,['incapable'],['incap'],['incap']
incapac,['incapacity'],['incapac'],['incapac']
incapacit,['incapacitated'],['incapacit'],['incapacit']
incarcer,['incarcerated'],['incarcer'],['incarc']
incarn,"['incarnate', 'incarnation']","['incarn', 'incarn']","['incarn', 'incarn']"
incauti,['incautious'],['incauti'],['incauty']
incendiari,['incendiaries'],['incendiari'],['incendy']
incens,"['incensed', 'incense']","['incens', 'incens']","['incens', 'incens']"
incent,"['incentive', 'incentives']","['incent', 'incent']","['int', 'int']"
incept,"['incepted', 'incepting', 'inception']","['incept', 'incept', 'incept']","['inceiv', 'inceiv', 'inceiv']"
inceptor,['inceptor'],['inceptor'],['inceiv']
incertain,['incertain'],['incertain'],['incertain']
incess,"['incessant', 'incessantly']","['incess', 'incessantli']","['incess', 'incess']"
incest,['incest'],['incest'],['incest']
incestu,['incestuous'],['incestu'],['incestu']
inch,"['inched', 'inch', 'inches']","['inch', 'inch', 'inch']","['inch', 'inch', 'inch']"
incid,"['incidence', 'incidents', 'incident']","['incid', 'incid', 'incid']","['incid', 'incid', 'incid']"
incident,"['incidental', 'incidentals', 'incidentally']","['incident', 'incident', 'incident']","['incid', 'incid', 'incid']"
inciner,['incinerator'],['inciner'],['incin']
incipi,"['incipience', 'incipient', 'incipiency']","['incipi', 'incipi', 'incipi']","['incipy', 'incipy', 'incipy']"
incis,"['incise', 'incisive', 'incisiveness']","['incis', 'incis', 'incis']","['int', 'incid', 'incid']"
incit,"['incited', 'incite', 'inciting', 'incitements', 'incitement']","['incit', 'incit', 'incit', 'incit', 'incit']","['incit', 'incit', 'incit', 'incit', 'incit']"
inclement,['inclement'],['inclement'],['inc']
inclin,"['inclined', 'incline', 'inclination', 'inclinations']","['inclin', 'inclin', 'inclin', 'inclin']","['inclin', 'inclin', 'inclin', 'inclin']"
inclos,['inclosed'],['inclos'],['inclos']
includ,"['included', 'include', 'including', 'includes']","['includ', 'includ', 'includ', 'includ']","['includ', 'includ', 'includ', 'includ']"
inclus,"['inclusive', 'inclusion', 'inclusions', 'inclusiveness']","['inclus', 'inclus', 'inclus', 'inclus']","['includ', 'includ', 'includ', 'includ']"
incoher,"['incoherent', 'incoherently']","['incoher', 'incoher']","['incoh', 'incoh']"
incom,"['income', 'incoming', 'incomes']","['incom', 'incom', 'incom']","['incom', 'incom', 'incom']"
incompar,"['incomparable', 'incomparably']","['incompar', 'incompar']","['incomp', 'incomp']"
incompat,"['incompatible', 'incompatibles', 'incompatibility']","['incompat', 'incompat', 'incompat']","['incompat', 'incompat', 'incompat']"
incompet,"['incompetence', 'incompetents', 'incompetent']","['incompet', 'incompet', 'incompet']","['incompet', 'incompet', 'incompet']"
incomplet,"['incomplete', 'incompleteness', 'incompletely']","['incomplet', 'incomplet', 'incomplet']","['incomplet', 'incomplet', 'incomplet']"
incomprehens,"['incomprehensible', 'incomprehension']","['incomprehens', 'incomprehens']","['incomprehens', 'incomprehend']"
inconceiv,['inconceivable'],['inconceiv'],['inconceiv']
inconclus,['inconclusive'],['inconclus'],['inconclud']
incongru,"['incongruities', 'incongruous', 'incongruity']","['incongru', 'incongru', 'incongru']","['incongru', 'incongru', 'incongru']"
inconsequenti,['inconsequential'],['inconsequenti'],['inconsequ']
inconsider,['inconsiderable'],['inconsider'],['inconsid']
inconsist,"['inconsistencies', 'inconsistent', 'inconsistency']","['inconsist', 'inconsist', 'inconsist']","['inconsist', 'inconsist', 'inconsist']"
inconspicu,"['inconspicuous', 'inconspicuously']","['inconspicu', 'inconspicu']","['inconspicu', 'inconspicu']"
incontest,['incontestable'],['incontest'],['incontest']
incontrovert,['incontrovertible'],['incontrovert'],['incontrovert']
inconveni,"['inconvenience', 'inconvenient', 'inconveniently']","['inconveni', 'inconveni', 'inconveni']","['inconveny', 'inconveny', 'inconveny']"
incorpor,"['incorporated', 'incorporate', 'incorporating', 'incorporation', 'incorporates']","['incorpor', 'incorpor', 'incorpor', 'incorpor', 'incorpor']","['incorp', 'incorp', 'incorp', 'incorp', 'incorp']"
incorrect,['incorrect'],['incorrect'],['incorrect']
incorrig,['incorrigible'],['incorrig'],['incorrig']
incorrupt,"['incorruptible', 'incorruptibility']","['incorrupt', 'incorrupt']","['incorrupt', 'incorrupt']"
increas,"['increased', 'increase', 'increasing', 'increases', 'increasingly']","['increas', 'increas', 'increas', 'increas', 'increasingli']","['increas', 'increas', 'increas', 'increas', 'increas']"
incred,"['incredible', 'incredibly']","['incred', 'incred']","['incred', 'incred']"
incredul,"['incredulously', 'incredulity']","['incredul', 'incredul']","['incred', 'incred']"
increment,['incremental'],['increment'],['incr']
incrimin,['incriminating'],['incrimin'],['incrimin']
incub,"['incubated', 'incubating', 'incubation']","['incub', 'incub', 'incub']","['incub', 'incub', 'incub']"
incubi,['incubi'],['incubi'],['incub']
incubus,['incubus'],['incubu'],['incub']
inculc,"['inculcated', 'inculcation']","['inculc', 'inculc']","['inculc', 'inculc']"
incumb,"['incumbents', 'incumbent']","['incumb', 'incumb']","['incumb', 'incumb']"
incur,"['incurred', 'incurable', 'incurring', 'incur', 'incurs', 'incurably']","['incur', 'incur', 'incur', 'incur', 'incur', 'incur']","['incur', 'int', 'incur', 'int', 'int', 'int']"
incurs,['incursion'],['incurs'],['incurs']
ind,['ind'],['ind'],['ind']
inde,['indeed'],['inde'],['indee']
indebt,['indebted'],['indebt'],['indebt']
indec,['indecent'],['indec'],['indec']
indecipher,['indecipherable'],['indecipher'],['indeciph']
indecis,"['indecisive', 'indecision', 'indecisiveness', 'indecisively']","['indecis', 'indecis', 'indecis', 'indecis']","['indecid', 'indecid', 'indecid', 'indecid']"
indefatig,['indefatigable'],['indefatig'],['indefatig']
indefens,['indefensible'],['indefens'],['indefens']
indefin,"['indefinable', 'indefinity']","['indefin', 'indefin']","['indefin', 'indefin']"
indefinit,"['indefinite', 'indefiniteness', 'indefinitely']","['indefinit', 'indefinit', 'indefinit']","['indefinit', 'indefinit', 'indefinit']"
indel,"['indelible', 'indelicate', 'indelibly']","['indel', 'indel', 'indel']","['indel', 'indel', 'indel']"
indemn,['indemnity'],['indemn'],['indemn']
indent,['indentations'],['indent'],['ind']
indentur,['indenture'],['indentur'],['ind']
independ,"['independence', 'independents', 'independent', 'independently']","['independ', 'independ', 'independ', 'independ']","['independ', 'independ', 'independ', 'independ']"
indescrib,['indescribable'],['indescrib'],['indescrib']
indestruct,['indestructible'],['indestruct'],['indestruct']
indetermin,['indeterminate'],['indetermin'],['indetermin']
index,"['indexing', 'indexes', 'index']","['index', 'index', 'index']","['index', 'index', 'index']"
indi,['indies'],['indi'],['indy']
india,"['india', 'indias']","['india', 'india']","['ind', 'india']"
indian,"['indian', 'indians']","['indian', 'indian']","['ind', 'ind']"
indiana,"['indiana', 'indianas']","['indiana', 'indiana']","['indian', 'indiana']"
indianapoli,['indianapolis'],['indianapoli'],['indianapol']
indic,"['indicated', 'indicate', 'indicative', 'indicating', 'indication', 'indicator', 'indices', 'indicates', 'indications', 'indicators']","['indic', 'indic', 'indic', 'indic', 'indic', 'indic', 'indic', 'indic', 'indic', 'indic']","['ind', 'ind', 'ind', 'ind', 'ind', 'ind', 'ind', 'ind', 'ind', 'ind']"
indict,"['indicted', 'indictments', 'indictment']","['indict', 'indict', 'indict']","['indict', 'indict', 'indict']"
indiffer,"['indifference', 'indifferent']","['indiffer', 'indiffer']","['indiff', 'indiff']"
indig,"['indigation', 'indigent']","['indig', 'indig']","['indig', 'indig']"
indigen,"['indigenes', 'indigenous']","['indigen', 'indigen']","['indig', 'indig']"
indigest,"['indigestible', 'indigestion']","['indigest', 'indigest']","['indigest', 'indigest']"
indign,"['indignation', 'indignities', 'indignant', 'indignantly']","['indign', 'indign', 'indign', 'indignantli']","['indign', 'indign', 'indign', 'indign']"
indigo,['indigo'],['indigo'],['indigo']
indirect,"['indirection', 'indirect', 'indirectly']","['indirect', 'indirect', 'indirectli']","['indirect', 'indirect', 'indirect']"
indiscreet,['indiscreet'],['indiscreet'],['indiscreet']
indiscrimin,"['indiscriminate', 'indiscriminating', 'indiscriminantly']","['indiscrimin', 'indiscrimin', 'indiscriminantli']","['indiscrimin', 'indiscrimin', 'indiscrimin']"
indispens,"['indispensable', 'indispensible']","['indispens', 'indispens']","['indispens', 'indispens']"
indispos,['indisposed'],['indispos'],['indispos']
indisposit,['indisposition'],['indisposit'],['indisposit']
indisput,['indisputably'],['indisput'],['indisput']
indistinct,['indistinct'],['indistinct'],['indistinct']
indistinguish,['indistinguishable'],['indistinguish'],['indistinct']
indium,['indium'],['indium'],['ind']
individu,"['individualized', 'individualizing', 'individual', 'individualism', 'individuation', 'individuals', 'individually', 'individuality']","['individu', 'individu', 'individu', 'individu', 'individu', 'individu', 'individu', 'individu']","['individ', 'individ', 'individ', 'individ', 'individu', 'individ', 'individ', 'individ']"
individualist,"['individualistic', 'individualists', 'individualist']","['individualist', 'individualist', 'individualist']","['individ', 'individ', 'individ']"
indivis,"['indivisible', 'indivisibility']","['indivis', 'indivis']","['indivis', 'indivis']"
indo,['indo'],['indo'],['indo']
indochina,['indochina'],['indochina'],['indochin']
indoctrin,"['indoctrinated', 'indoctrinating', 'indoctrination']","['indoctrin', 'indoctrin', 'indoctrin']","['indoctrin', 'indoctrin', 'indoctrin']"
indol,"['indolence', 'indolent', 'indolently']","['indol', 'indol', 'indol']","['indol', 'indol', 'indol']"
indomit,['indomitable'],['indomit'],['indomit']
indonesia,['indonesia'],['indonesia'],['indones']
indonesian,['indonesian'],['indonesian'],['indones']
indoor,"['indoor', 'indoors']","['indoor', 'indoor']","['indo', 'indo']"
indors,['indorsed'],['indors'],['indors']
indubit,['indubitable'],['indubit'],['indubit']
induc,"['induced', 'induce', 'inducing', 'induces', 'inducements', 'inducement']","['induc', 'induc', 'induc', 'induc', 'induc', 'induc']","['induc', 'induc', 'induc', 'induc', 'induc', 'induc']"
induct,"['inducted', 'induction', 'inductions']","['induct', 'induct', 'induct']","['induc', 'induc', 'induc']"
inducte,['inductees'],['inducte'],['induc']
indulg,"['indulged', 'indulgence', 'indulge', 'indulging', 'indulgences', 'indulgent']","['indulg', 'indulg', 'indulg', 'indulg', 'indulg', 'indulg']","['indulg', 'indulg', 'indulg', 'indulg', 'indulg', 'indulg']"
industr,['industralization'],['industr'],['indust']
industri,"['industrialized', 'industrial', 'industrialism', 'industrialization', 'industries', 'industrious', 'industrys', 'industrially', 'industriously', 'industry']","['industri', 'industri', 'industri', 'industri', 'industri', 'industri', 'industri', 'industri', 'industri', 'industri']","['indust', 'indust', 'indust', 'indust', 'industry', 'industry', 'industry', 'indust', 'industry', 'industry']"
industrialist,"['industrialistes', 'industrialists', 'industrialist']","['industrialist', 'industrialist', 'industrialist']","['indust', 'indust', 'indust']"
indwel,['indwelling'],['indwel'],['indwel']
ineff,['ineffable'],['ineff'],['ineff']
ineffect,"['ineffective', 'ineffectiveness', 'ineffectively']","['ineffect', 'ineffect', 'ineffect']","['ineffect', 'ineffect', 'ineffect']"
ineffectu,['ineffectual'],['ineffectu'],['ineffect']
ineffici,"['inefficient', 'inefficiency']","['ineffici', 'ineffici']","['inefficy', 'inefficy']"
inelig,['ineligible'],['inelig'],['inelig']
ineluct,['ineluctable'],['ineluct'],['ineluct']
inept,"['ineptness', 'inept', 'ineptly']","['inept', 'inept', 'ineptli']","['inept', 'inept', 'inept']"
inequ,['inequality'],['inequ'],['ineq']
inert,['inert'],['inert'],['inert']
inerti,['inertial'],['inerti'],['inert']
inertia,['inertia'],['inertia'],['inert']
inescap,"['inescapable', 'inescapably']","['inescap', 'inescap']","['inescap', 'inescap']"
inevit,"['inevitable', 'inevitabilities', 'inevitably', 'inevitability']","['inevit', 'inevit', 'inevit', 'inevit']","['inevit', 'inevit', 'inevit', 'inevit']"
inexact,['inexact'],['inexact'],['inexact']
inexcus,['inexcusable'],['inexcus'],['inexcus']
inexhaust,['inexhaustible'],['inexhaust'],['inexhaust']
inexor,"['inexorable', 'inexorably']","['inexor', 'inexor']","['inex', 'inex']"
inexpens,['inexpensive'],['inexpens'],['inexpend']
inexperi,['inexperience'],['inexperi'],['inexpery']
inexperienc,['inexperienced'],['inexperienc'],['inexpery']
inexpert,['inexpert'],['inexpert'],['inexpert']
inexplic,"['inexplicable', 'inexplicably']","['inexplic', 'inexplic']","['inexpl', 'inexpl']"
inexpress,"['inexpressible', 'inexpressibly']","['inexpress', 'inexpress']","['inexpress', 'inexpress']"
inextric,['inextricable'],['inextric'],['inext']
infal,['infallible'],['infal'],['infall']
infam,['infamous'],['infam'],['infam']
infami,['infamy'],['infami'],['infamy']
infanc,['infancy'],['infanc'],['inf']
infant,"['infants', 'infant']","['infant', 'infant']","['inf', 'inf']"
infantil,['infantile'],['infantil'],['infantil']
infantri,['infantry'],['infantri'],['infantry']
infantryman,['infantryman'],['infantryman'],['infantrym']
infantrymen,['infantrymen'],['infantrymen'],['infantrym']
infarct,"['infarction', 'infarct']","['infarct', 'infarct']","['infarct', 'infarct']"
infatu,['infatuation'],['infatu'],['infatu']
infect,"['infected', 'infective', 'infection', 'infections', 'infect']","['infect', 'infect', 'infect', 'infect', 'infect']","['infect', 'infect', 'infect', 'infect', 'infect']"
infecti,['infectious'],['infecti'],['infecty']
infer,"['inferred', 'inference', 'infer', 'inferences']","['infer', 'infer', 'infer', 'infer']","['infer', 'inf', 'inf', 'inf']"
inferenti,['inferential'],['inferenti'],['inf']
inferior,"['inferior', 'inferiority']","['inferior', 'inferior']","['infery', 'infery']"
infern,['infernally'],['infern'],['infern']
inferno,['inferno'],['inferno'],['inferno']
infertil,['infertile'],['infertil'],['infertil']
infest,"['infested', 'infestation', 'infestations', 'infest']","['infest', 'infest', 'infest', 'infest']","['infest', 'infest', 'infest', 'infest']"
infidel,"['infidel', 'infidels', 'infidelity']","['infidel', 'infidel', 'infidel']","['infidel', 'infidel', 'infidel']"
infield,['infield'],['infield'],['infield']
infight,['infighting'],['infight'],['infight']
infiltr,"['infiltrated', 'infiltrating', 'infiltration']","['infiltr', 'infiltr', 'infiltr']","['infilt', 'infilt', 'infilt']"
infin,['infinity'],['infin'],['infin']
infinit,"['infinite', 'infinitive', 'infinitely']","['infinit', 'infinit', 'infinit']","['infinit', 'infinit', 'infinit']"
infinitesim,"['infinitesimal', 'infinitesimally']","['infinitesim', 'infinitesim']","['infinitesim', 'infinitesim']"
infinitum,['infinitum'],['infinitum'],['infinit']
infirm,"['infirm', 'infirmity']","['infirm', 'infirm']","['infirm', 'infirm']"
infirmari,['infirmary'],['infirmari'],['infirm']
inflam,"['inflamed', 'inflame']","['inflam', 'inflam']","['inflam', 'inflam']"
inflamm,['inflammation'],['inflamm'],['inflam']
inflammatori,['inflammatory'],['inflammatori'],['inflam']
inflat,"['inflated', 'inflate', 'inflation']","['inflat', 'inflat', 'inflat']","['infl', 'infl', 'infl']"
inflect,"['inflected', 'inflecting', 'inflection', 'inflections']","['inflect', 'inflect', 'inflect', 'inflect']","['inflect', 'inflect', 'inflect', 'inflect']"
inflex,['inflexible'],['inflex'],['inflex']
inflict,"['inflicted', 'inflicting', 'infliction', 'inflict']","['inflict', 'inflict', 'inflict', 'inflict']","['inflict', 'inflict', 'inflict', 'inflict']"
inflow,['inflow'],['inflow'],['inflow']
influenc,"['influenced', 'influence', 'influencing', 'influences']","['influenc', 'influenc', 'influenc', 'influenc']","['influ', 'influ', 'influ', 'influ']"
influent,['influent'],['influent'],['influ']
influenti,['influential'],['influenti'],['influ']
influenza,['influenza'],['influenza'],['influenz']
influx,['influx'],['influx'],['influx']
inform,"['informed', 'informative', 'informing', 'informal', 'informational', 'inform', 'information', 'informs', 'informants', 'informant', 'informally', 'informality']","['inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform']","['inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform', 'inform']"
infra,['infra'],['infra'],['infr']
infract,['infraction'],['infract'],['infract']
infrar,['infrared'],['infrar'],['infr']
infrequ,"['infrequent', 'infrequently']","['infrequ', 'infrequ']","['infrequ', 'infrequ']"
infring,"['infringements', 'infringement']","['infring', 'infring']","['infr', 'infr']"
infuri,"['infuriated', 'infuriate', 'infuriating', 'infuriation']","['infuri', 'infuri', 'infuri', 'infuri']","['infury', 'infury', 'infury', 'infury']"
